festival_id,theme_id,festival_place,festival_start_dte,festival_end_date,festival_content,festival_phonenum,festival_site,festival_road_name_addr,festival_lotnum_addr,festival_lat,festival_long
삼수 매봉산 바람개비 축제,-,삼수 매봉산 일원,2022-08-05,2022-08-07,바람개비 컨텐츠를 통한 축제개최를 통한 주민화합 및 지역경제 활성화 도모,033-550-2256,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172
2022 통영한산대첩축제,-,통영 삼도수군통제영 및 통영시 일원,2022-08-05,2022-08-14,고유제+군점+이순신장군 행렬+한산대첩 재현+공중한산해전+김한민감독 초청강연,055-650-4532,https://tyhansancf.or.kr/,경상남도 통영시 세병로 27(문화동),경상남도 통영시 문화동 62,34.84715495,128.423489
[SEMI 예천곤충엑스포] 2022예천곤충축제,-,곤충생태원 및 예천읍시가지,2022-08-06,2022-08-15,살아있는 곤충세상 속으로+ 전시체험+ 공식행사+ 학술행사+ 연계행사,054-650-6037,http://www.insect-expo.org/,경상북도 예천군 효자면 은풍로 1045,경상북도 예천군 효자면 고항리 577,36.82443597,128.4586463
제17회 순천명품월등복숭아 축제,-,월등면 잔디광장일원,2022-08-06,2022-08-07,복숭아 체험+ 전시+직판+ 시식코너+ 공연행사 등,061-749-8722,,전라남도 순천시 월등면 월등로 571,,,
제천국제음악영화제,-,시내일원+ 의림지,2022-08-12,2022-08-17,음악영화제,043-646-2242,http://www.jimff.org,충청북도 제천시 의림대로12길 14-1,충청북도 제천시 청전동 110,37.1493417,128.2160865
순천 문화재 야행,-,문화의 거리 일원,2022-08-12,2022-08-14,야간에 보는 문화재 해설투어+ 체험+ 전시+ 공연 등,061-749-6814,,전라남도 순천시 장명로 30,,,
필봉마을굿축제,-,필봉문화촌,2022-08-12,2022-08-15,국가무형문화재 초청공연+전국농악경연대회+전통연희+학술세미나,063-643-1902,www.pilbong.co.kr,전라북도 임실군 강진면 강운로 272,전라북도 임실군 강진면 필봉리 88-1,35.53639442,127.1544452
거문도백도은빛바다체험행사,-,삼산면 거문도 일원,2022-08-13,2022-08-15,길놀이+은빛가요제+맨손활어잡기+지인망끌기체험,061-659-4742,,전라남도 여수시 삼산면 거문길 28-10,전라남도 여수시 삼산면 거문리 111-35,34.02575979,127.311945
둔내고랭지토마토축제,-,둔내종합체육공원,2022-08-13,2022-08-15,토마토풀장+향토음식체험 등,033-340-2774,,강원도 횡성군 둔내면 경강로 4708,강원도 횡성군 둔내면 둔방내리 58-11,37.516751,128.2137118
2022 영동포도축제,-,레인보우힐링관광지,2022-08-25,2022-08-28,포도판매장+포도밟기+공연 등,043-745-8916,,충청북도 영동군 영동읍 동정로 1,,,
2022 청양고추구기자 축제,-,백세건강공원,2022-08-26,2022-08-28,공연+전시+판매+체험+부대행사 등,041-940-2193,www.칠갑마루.com,,충청남도 청양군 청양읍 읍내리 377-10,,
오시아노 썸머뮤직 페스티벌,-,오시아노 관광단지,2022-08-26,2022-08-27,음악콘서트+SNS이벤트 등,061-530-5158,www.haenam.go.kr,,전라남도 해남군 화원면 화봉리 376-1,34.66958237,126.2604602
제11회 평택 가족캠핑 스마트영상제,-,무봉산청소년수련원,2022-08-26,2022-08-28,영상제+캠핑+공연+체험,031-8053-3543,https://www.pccf.or.kr/,경기도 평택시 진위면 진위로 181-94,경기도 평택시 진위면 동천리 681,37.10584894,127.1012038
횡성더덕축제,-,청일면 유동3리 농거리축제장,2022-08-26,2022-08-28,더덕캐기체험+더덕품평회 등,033-340-2832,,강원도 횡성군 청일면 유동로 17,강원도 횡성군 청일면 유동리 850-2,37.58392059,128.1502908
함양연암문화화제,-,안의면 오리숲일원,2022-08-26,2022-08-27,학술대회+연암역사 퀴즈대회+연암 부임행차+연암제례+축하공연+군민노래자랑,055-962-0899,,,경상남도 함양군 안의면 금천리 241,35.63129664,127.812171
광주왕실도자기축제,-,곤지암도자공원,2022-08-26,2022-08-28,왕실도자기판매전시,031-760-1724,,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1,37.35027808,127.334786
제26회 무주반딧불축제,-,무주군 일원,2022-08-27,2022-09-04,환경탐사+체험 판매 등 상설행사+문화예술행사,063-320-2537,http://firefly.or.kr/index2.sgk,전라북도 무주군 무주읍 한풍루로 326-14,전라북도 무주군 무주읍 당산리 1118,36.00262216,127.6614905
거제맥주축제,-,장승포 수변공원,2022-08-27,2022-08-31,음악공연+즉석 댄스 등 경연+이벤트 및 각종 퍼포먼스,055-639-3373,,,경상남도 거제시 장승포동 685-3,34.866881,128.726047
울릉도오징어축제,-,울릉군 일원,2022-08-27,2022-08-29,오징어축제,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1986&,울릉군 울릉읍 저동리,,37.4955239,130.9097003
제4회 블랙뮤직페스티벌,-,의정부실내체육관,2022-08-27,2022-08-28,힙합장르를 중심으로 하는 의정부 대표 뮤직 페스티벌,031-850-5145,http://www.uac.or.kr,경기도 의정부시 의정로 1,경기도 의정부시 의정부동 323,37.733386,127.034128
골목이 들썩들썩 마을축제,-,저전동 3+4통 일원,2022-09-01,2022-09-30,저전길 골목상가~마을박물관정원~옥천연계 마을축제,061-749-3471,,전라남도 순천시 청사1길 43,,,
생태문화축제,-,문화의 거리 일원,2022-09-01,2022-09-30,생태문화의 달 제정식+ 공식행사+ 전시+ 체험+ 포럼+ 공연 등,061-749-3222,,전라남도 순천시 장명로 30,,,
2022 순천 푸드앤아트페스티벌,-,UD거리 등 순천시 일원,2022-09-01,2022-10-31,푸드로드+ 아트로드+ 패션쇼 및 캠핑 등 체험프로그램,061-749-5796,,전라남도 순천시 장명로 30,,,
문경약돌한우축제,-,문경새재도립공원일원,2022-09-01,2022-09-30,문경약돌한우 홍보,054-571-7677,http://mghanwoo.or.kr/,경상북도 문경시 문경읍 새재로932,경상북도 문경시 문경읍 상초리 288-1,36.76160207,128.0769905
문경사과축제,-,문경새재도립공원일원,2022-09-01,2022-09-30,문경사과 홍보,054-571-7677,http://www.mgapple.or.kr/,경상북도 문경시 문경읍 새재로932,경상북도 문경시 문경읍 상초리 288-1,36.76160207,128.0769905
제41회설성문화제,-,설성공원일원,2022-09-01,2022-09-30,민속예술한마당놀이+ 군민노래자랑 등 각종 체험,043-872-4084,http://eumseong.kccf.or.kr,충청북도 음성군 음성읍 수정로 38,충청북도 음성군 음성읍 읍내리 446-1,36.93427623,127.6906949
양성평등주간 기념행사,-,의정부예술의전당,2022-09-01,2022-09-07,양성평등상 시상 및 부대행사 등,031-828-4232,https://www.ui4u.go.kr,경기도 의정부시 의정로 1,경기도 의정부시 의정부동 323,37.733386,127.034128
원주문화재야행,-,강원감영 외,2022-09-01,2022-09-30,감영골목 벼룩시장 등,033-764-3794,,,강원도 원주시 일산동 54-2,37.34839055,127.9500707
경산갓바위소원성취축제,-,갓바위공영주차장,2022-09-01,2022-10-31,소원성취 다례봉행+ 음악회 및 각종부대행사,053-851-0022,,경상북도 경산시 와촌면 와천서길 341,경상북도 경산시 와촌면 동강리 48-2,,
복성현축제_예정,-,복내체육공원 일원,2022-09-01,2022-09-30,지역 농특산물 판매 및 체험 전시행사,,,,전라남도 보성군 복내면 복내리 536-13,,
동로성축제_예정,-,조성중학교 일원,2022-09-01,2022-09-30,지역 농특산물 판매 및 체험 전시행사,,,전라남도 보성군 조성면 조성2길 4-7,,,
이천도자기축제,-,이천시 신둔면 예스파크,2022-09-02,2022-10-03,도자기전시+체험,031-636-2200,http://www.ceramic.or.kr,경기도 이천시 신둔면 도자예술로5번길 109,경기도 이천시 신둔면 고척리 599-6,37.29309775,127.385686
제17회 함양산삼축제,-,상림공원,2022-09-02,2022-09-11,황금산삼을찾아라+산삼캐기체험+심마니의 여정+심마니역사문화체험+산양삼및농특산물판매+산삼관+불로장생먹거리+밤소풍+달빛음악회+힐링산삼숲체험+포스트엑스포,055-964-3353,http://sansamfestival.hygn.go.kr,경상남도 함양군 함양읍 대맛길 107-1,경상남도 함양군 함양읍 교산리 1043-6,35.527582,127.7209014
직지문화제,-,고인쇄박물관 일원,2022-09-02,2022-09-07,유네스코 공식행사 및 전시 학술 체험 등,043-201-3663,,충청북도 청주시 흥덕구 직지대로 713,충청북도 청주시 흥덕구 운천동 866,,
입장거봉포도축제,-,입장거봉포도휴게소,2022-09-02,2022-09-12,입장거봉포도 휴게소 내 드라이브스루 시식코너+판매장 운영,041-521-6847,,충청남도 천안시 서북구 입장면 하장4길 19,,36.91362961,127.2197586
한여름밤의 남원 막걸리 축제,-,사랑의광장,2022-09-02,2022-09-04,막걸리 퍼포먼스+ 막걸리 안주 시식+ 대중공연 등,063-620-6170,http://www.namwon.go.kr/tour/index.do,전라북도 남원시 양림길 12,전라북도 남원시 어현동 37-11,35.40248095,127.3861268
제5회 철도마을축제 및 제3회 어린이동요제,-,조곡동 행정복지센터 일원,2022-09-03,2022-09-03,마을축제(체험및부스운영)+ 동요제,061-749-8387,,전라남도 순천시 자경1길 13,,,
청소년 스트레스 해소방안 탐색축제 (스트레스 팡팡),-,의정부시 천보문화공원,2022-09-03,2022-09-03,자기성격유형알기+ 다양한 스트레스 해소방안 탐색부스 운영 등,031-828-9585,http://www.uiyouth.or.kr,경기도 의정부시 새말로 38,경기도 의정부시 금오동 469-1,37.75107491,127.0643941
양산시청소년한마음축제,-,황산공원,2022-09-06,2022-09-06,(연기)기념식+ 축하공연+ 전국청소년동아리경연대회+ EDM파티 등,055-392-4702,,경상남도 양산시 물금읍 낙동로 295-9,경상남도 양산시 물금읍 물금리 172-2,35.30173083,128.9895949
시(詩)를 노래하는 달빛 콘서트,-,월광수변공원,2022-09-09,2022-09-11,시(詩)낭송과 함께 시를 노래하는 달빛콘서트,053-584-9712,http://www.dscf.or.kr,대구광역시 달서구 월곡로 5,대구광역시 달서구 도원동 898-1,35.79880604,128.548286
추석맞이 조곡동 한마당 행사,-,조곡동 행정복지센터 일원,2022-09-10,2022-09-10,옛날놀이(제기차기+딱지치기) 체험+ 주민 장기자랑,061-749-8389,,전라남도 순천시 자경1길 13,,,
옥천군 평생학습 어울림 축제,-,옥천군 평생학습원 일원,2022-09-10,2022-09-10,평생학습 동아리 공연+전시+체험+프리마켓 등,043-730-3606,http://www.oc.go.kr/edulife/index.do,충청북도 옥천군 옥천읍 관성로4길 10,충청북도 옥천군 옥천읍 문정리 366,36.30042417,127.5749213
옥천군민도서관 북페스티벌,-,옥천군 평생학습원 일원,2022-09-10,2022-09-10,9월 독서의달 기념행사+체험+특강 등,043-730-3613,http://lib.oc.go.kr,충청북도 옥천군 옥천읍 관성로4길 10,충청북도 옥천군 옥천읍 문정리 366,36.30042417,127.5749213
정선아리랑제,-,강원도 정선군 정선읍 아라리공원,2022-09-15,2022-09-18,강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,033-563-2646,www.arirangfestival.kr,강원도 정선군 정선읍 봉양3길 17,강원도 정선군 정선읍 봉양리 253-1,37.38024298,128.6602287
장성탄탄축제활기찬동행,-,탄탄마을 일원,2022-09-15,2022-09-30,퍼레이드+ 공연+ 체험행사+ 부스 운영 등,033-550-3860,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172
대청호대덕뮤직패스티벌,-,대청공원 일원,2022-09-16,2022-09-18,전국청소년 가요제+뮤직페스티벌 등,042-608-6732,,대전광역시 대덕구 대청로 607,대전광역시 대덕구 미호동 57-1,36.47362538,127.4735679
생태캠핑 페스티벌,-,대청공원 서편,2022-09-16,2022-09-16,생태 속에서 즐기는 음악 캠핑,042-608-6735,,대전광역시 대덕구 대청로 607,대전광역시 대덕구 미호동 57-1,36.47362538,127.4735679
불갑산상사화축제,-,불갑면,2022-09-16,2022-09-25,문화축제,061-350-5752,http://상사화축제.com,전라남도 영광군 불갑면 불갑사로 450,전라남도 영광군 불갑면 모악리 8,35.19967508,126.5500476
2022년 과천축제,-,과천시 일원,2022-09-16,2022-09-18,시민주도형 예술축제,02-2009-9732,http://www.gcfest.or.kr,경기도 과천시 통영로 5 (과천시민회관 2층),경기도 과천시 중앙동 6-2,37.42819137,126.9891538
전국청소년댄스페스티벌 꿈을 향한 무승부,-,의정부시청소년수련관,2022-09-17,2022-09-17,퍼포먼스 댄스경연대회 및 축하공연 등,031-828-9544,http://www.uiyouth.or.kr,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
제23회음성품바축제,-,설성공원일원,2022-09-21,2022-09-25,글로벌품바래퍼경연대회+ 품바라이브 등 공연 및 체험,043-873-2241,http://www.pumba21.com/,충청북도 음성군 음성읍 예술로 102,충청북도 음성군 음성읍 읍내리 366-17,36.93152313,127.6806296
천안흥타령춤축제,-,삼거리공원,2022-09-21,2022-09-25,춤경연대회(전국춤경연대회+국제춤 대회+거리퍼레이드 등)+전시홍보 부스운영(중소기업제품판매+천안 농산물 홍보 및 체험한마당 등)+부대체험행사,041-900-7020,,충청남도 천안시 서북구 번영로 208,,,
제10회 의정부국제가야금축제,-,의정부예술의전당,2022-09-22,2022-09-24,가야금문화 전승 및 경연대회,031-850-5142,http://www.uac.or.kr,경기도 의정부시 의정로 1,경기도 의정부시 의정부동 323,37.733386,127.034128
2022 안양시민축제 <우선멈춤>,-,평촌중앙공원+삼덕공원,2022-09-23,2022-09-25,시민과 함께하는 K-POP 댄스 페스티벌,031-687-0500,http://www.ayac.or.kr,경기도 안양시 동안구 관평로 149 (평촌동),경기도 안양시 동안구 평촌동 895,37.39013727,126.9613302
하동 북천코스모스 메밀꽃 축제,-,하동군 북천면 직전리 꽃단지 일원,2022-09-23,2022-10-02,매년 9월~10월 메밀꽃과 코스모스의 환상적인 향연이 열리며 경관보전직불제 사업과 연계하여 농촌경관을 활용하는 농촌체험관광형 축제로 농촌 부가가치 제고와 지역경제 활성화에 기여하고 있다,055-880-6331,https://www.hadong.go.kr/02641/02652/02814.web,경상남도 하동군 북천면 경서대로 2446-6,,,
김삿갓문화제,-,김삿갓유적지 일원,2022-09-23,2022-09-25,조선시대영월과거대전+백일장+김삿갓해학의길걷기,033-375-6353,http://www.ywcf.com/,강원도 영월군 김삿갓면 김삿갓로 216-22,강원도 영월군 김삿갓면 와석리 913,37.07949201,128.6017366
명량대첩축제,-,녹진관광지 일원,2022-09-23,2022-09-25,해전재현+출정식+만가행진+부대행사 등,1588-9601,http://www.mldc.kr/web/,전라남도 진도군 군내면 진도대로 8439-19,전라남도 진도군 군내면 녹진리 산5-10,34.57125609,126.2996968
평택호물빛축제,-,평택호관광단지일원,2022-09-23,2022-09-24,불꽃놀이+공연+체험+먹거리,031-8053-3544,https://www.pccf.or.kr/,경기도 평택시 현덕면 평택호길 159,경기도 평택시 현덕면 권관리 301-1,36.92144157,126.9222259
동해무릉제,-,천곡로타리 일원,2022-09-23,2022-09-25,개막식+퍼레이드+공연행사+체험행사+동대항 민속경기+민속예술시연,033-530-2111,http://www.dh.go.kr/tour/sub.htm?nav_code=tou1497764548,강원도 동해시 중앙로250 (천곡동),강원도 동해시 천곡동 1090-19,37.5230127,129.1143227
2022 수원화성 미디어아트쇼,-,화홍문~남수문 일원,2022-09-23,2022-10-22,수원화성 대표 건축물에 프로젝션 맵핑/인터렉티브 미디어아트/레이저 등 디지털 미디어 기술을 활용한 미디어아트쇼,031-228-2367,https://www.swcf.or.kr/shcf/,,경기도 수원시 팔달구 장안동 332,37.28708255,127.0121838
태백 황지연못 황부자며느리 축제,-,황지연못 일대 등,2022-09-23,2022-09-25,마당극+ 걷기행사+ 가요제+ 야시장,033-550-3982,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172
명량대첩축제,-,우수영 일원,2022-09-23,2022-09-25,출정식+해전재현+공군에어쇼+조선수군재건+이순신리더십캠프 등,061-530-5158,www.mldc.kr,전라남도 해남군 문내면 관광레저로 12,,,
2022 대한민국 독서대전,-,댄싱공연장 일원 등,2022-09-23,2022-09-25,학술토론+ 전시체험 등,033-737-3817,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.33642953,127.9462614
광양전어축제,-,진월면 망덕포구 일원,2022-09-23,2022-09-25,공연+경연+체험+전시+판매+부대행사,061-797-3679,http://www.gwangyang.go.kr/tour_culture,전라남도 광양시 진월면 망덕길 265,전라남도 광양시 진월면 망덕리 12-1,34.97164706,127.7587907
광주시 남한산성문화제,-,남한산성도립공원,2022-09-23,2022-09-25,남한산성문화제,031-760-1724,,경기도 광주시 남한산성면 남한산성로 731,경기도 광주시 남한산성면 산성리 158-1,37.47669762,127.188418
제17회 시흥갯골축제,-,온라인+ 오프라인,2022-09-23,2022-09-25,시흥갯골 축제(세상에서 가장 큰 생태예술놀이터),031-310-2916,,경기도 시흥시 동서로 287,경기도 시흥시 장곡동 724-32,37.38979099,126.7812554
제23회 정동진독립영화제,-,정동초등학교 운동장,2022-09-23,2022-09-26,야외 독립영화제(슬로건: 별이 지는 하늘 영화가 뜨는 바다),033-645-7415,http://jiff.kr,강원도 강릉시 강동면 헌화로 1055,강원도 강릉시 강동면 정동진리 184,37.68735318,129.0336174
구로G페스티벌,-,서울특별시 구로구 안양천,2022-09-23,2022-09-25,구민이 주체가 되어 자발적으로 참여하는 구로구민을 위한 비대면 축제,02-860-2282,www.gfestival.co.kr,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,37.49551123,126.8882891
여수여자만갯벌노을체험행사,-,소라면 해넘이길 일원(사곡),2022-09-24,2022-09-25,대나무망둥어낚시+개매기+바지락캐기+맨손고기잡이+가족사랑걷기체험+노을가요제,061-659-4742,,전라남도 여수시 소라면 서부로 785-24,전라남도 여수시 소라면 서부로 785-24,34.7902433,127.5679754
의왕백운호수축제,-,백운호수 공영주차장,2022-09-24,2022-09-25,공연+개폐막식+시민참여 열린무대,031-345-2548,https://www.uiwang.go.kr,경기도 의왕시 백운로 526,,37.38321565,127.000756
동춘당문화제,-,동춘당역사공원 일원,2022-09-24,2022-09-24,문정공시호봉송행렬 등,042-608-6573,,대전광역시 대덕구 동춘당로 80 (동춘당),,36.36537889,127.4412933
마토예술제<K-Play>,-,안정리예술인광장 일대,2022-09-24,2022-09-24,한국전통놀이+체험+공연,031-692-9110,https://www.pccf.or.kr/,경기도 평택시 팽성읍 안정쇼핑로11,경기도 평택시 팽성읍 안정리113-1,36.95955991,127.0439994
제33회 정읍사문화제,-,정읍사문화공원 일원,2022-09-24,2022-09-25,기념행사+공연행사+부대행사+체험행사,063-539-5173,http://www.jchf.or.kr,전라북도 정읍시 정읍사로 541,전라북도 정읍시 시기동 69-12,35.55073195,126.8615755
금호강 바람소리길축제,-,산격대교 하단,2022-09-24,2022-09-25,수상프로그램+ 체험+ 공연 등,053-665-2172,,,대구광역시 북구 산격동 1477-1,35.90892344,128.6033802
(미정)2022 양주 천만송이 천일홍 축제,-,나리농원 일원,2022-09-24,2022-09-25,지역축제,031-8082-5655,https://www.yangju.go.kr/festival/index.do,경기도 양주시 광사로 131-66,경기도 양주시 광사동 731,37.785795,127.081833
의정부혁신교육지구시즌Ⅲ 학생주도동아리지원사업 지니어스 마을연합축제,-,의정부시청소년수련관,2022-09-24,2022-09-24,마을 내 학생주도동아리 교류 축제,031-820-0267,http://www.uiyouth.or.kr,경기도 의정부시 의정로27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
청소년 종합예술제 끼자랑꿈자랑 한마당 축제,-,의정부시청소년수련관,2022-09-24,2022-09-24,청소년 종합예술제 우수 청소년 공연마당,031-828-9542,http://www.uiyouth.or.kr,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894
월곶 저잣거리 축제,-,월곶면 군하리 일원,2022-09-24,2022-09-24,문화행사+ 주막거리 재현+ 교육 프로그램 등,031-5186-4033,,,경기도 김포시 월곶면 군하리,,
양평부추축제,-,양동역일대,2022-09-24,2022-09-25,양평 부추축제는 양동면의 특산품인 부추로 다양한 음식과 더불어 을미의병 발상지로서 의병출정식 등 행사도 볼수 있다.,031-774-2583,,경기도 양평군 양동면 양동역길 19,경기도 양평군 양동면 쌍학리 223-2,37.42030404,127.7544833
바다의 별 문화축제,-,인천천주교구청+송도아트센터,2022-09-27,2022-10-30,천주교인천교구 61주년 기념전시회+ 이승훈 역사문화체험관 건립기념 음악회,,,인천광역시 중구 흰바위로 14+ 인천광역시 연수구 아트센터대로 222,,,
원주다이내믹댄싱카니발,-,댄싱공연장 및 원일로 일원,2022-09-28,2022-10-03,댄싱경연+ 문화예술공연+ 각종 체험 등,033-737-5132,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.33642953,127.9462614
지용제,-,정지용생가 및 구읍일원,2022-09-29,2022-10-02,유튜브 및 공식홈페이지 등을 활용한 온라인 병행 지용문학상 시상 등 문학프로그램 운영 등,043-733-5588,http://gy-festival.okcc.or.kr,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,36.30209032,127.5731251
제15회 정읍 구절초꽃축제,-,정읍 구절초 테마공원,2022-09-29,2022-10-16,구절초꽃길산책+꽃밭음악회,063-539-6172,http://www.jeongeup.go.kr/culture,전라북도 정읍시 산내면 청정로 926-65,전라북도 정읍시 산내면 매죽리 617,35.55427272,127.0188952
2022 부평풍물대축제,-,부평대로+캠프마켓 등,2022-09-30,2022-10-02,전통+창작+가족 공연+개막 및 폐막 공연+작품전시 등,032-509-7516,https://portal.icbp.go.kr/bpf/,인천광역시 부평구 신트리로 21,인천광역시 부평구 부평동 880,37.506554,126.7236393
완주와일드&로컬푸드축제,-,고산자연휴양림+완주군일원,2022-09-30,2022-10-02,완주의 자연·생태문화가 지닌 야생성과 로컬푸드1번지 건강한 먹거리를 알리는 지역 대표축제,063-290-2622,http://wildfoodfestival.kr,전라북도 완주군 고산면 고산휴양림로 89,전라북도 완주군 고산면 오산리 790,35.97398096,127.2315514
제39회 순천팔마문화제,-,순천부 읍성 남문터 광장 및 문화의 거리 일원,2022-09-30,2022-09-30,개막식+ 개막공연 및 전시,061-749-6802,,전라남도 순천시 중앙로 93,,,
대청호가그린영화제,-,대청공원 일원,2022-09-30,2022-10-02,개·폐막식(시상식 포함)+후보작상영회 등,042-608-6732,,대전광역시 대덕구 대청로 607,,36.47362538,127.4735679
안동국제탈춤축제,-,안동탈춤공원+ 시내일원+ 하회마을 외,2022-09-30,2022-10-09,탈춤공연+ 경연대회+ 대동난장 등,054-840-3400,www.maskdance.com,경상북도 안동시 육사로 239(운흥동),,36.56050653,128.7306335
봉화송이축제,-,봉화읍 내성천 일원,2022-09-30,2022-10-03,송이채취+시식회 등,054-674-3053,https://bhftf.co.kr:8091/,,경북 봉화군 봉화읍 내성리 506,36.8888791,128.7378251
횡성한우축제,-,횡성종합운동장,2022-09-30,2022-10-04,한우구이터+횡성한우 발전포럼+횡성빛축제 등,033-340-5712,http://www.happyhanwoofestival.com/,강원도 횡성군 횡성읍 문화체육로 57,강원도 횡성군 횡성읍 북천리 184,37.49608715,127.9891498
제24회 단양온달문화축제,-,영춘면 온달관광지 및 단양읍 일원,2022-09-30,2022-10-02,제24회 단양온달문화축제,043-420-2552,https://www.danyang.go.kr/ondal,충청북도 단양군 영춘면 온달로 23,충청북도 단양군 영춘면 하리 147,37.06295564,128.4929221
청원생명축제,-,오창읍 미래지 농촌테마공원,2022-09-30,2022-10-10,청주시 친환경 농축산물 한마당,043-201-0253,https://www.cheongju.go.kr/bio/index.do,충청북도 청주시 청원구 오창읍 미래지로 99,충청북도 청주시 청원구 오창읍 322-5,,
원주삼토페스티벌,-,댄싱공연장 일원,2022-09-30,2022-10-03,농촌문화체험+ 지역먹거리 판매 등,033-737-4155,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.33642953,127.9462614
금산인삼축제,-,금산인삼관 광장 및 인삼약초시장 일원,2022-09-30,2022-10-10,ㅇ인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,041-750-4144,http://www.insamfestival.co.kr/,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304
울산옹기축제,-,울주군 외고산 옹기마을 일원,2022-09-30,2022-10-03,웰컴투옹기마을(옹기주제전시+ 창작공연+ 옹기토크+ 옹기테마거리 등),052-204-0355,https://www.onggi.or.kr,울산광역시 울주군 온양읍 외고산 3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435069,129.2795088
강진청자축제,-,대구면 고려청자요지 일원,2022-09-30,2022-10-06,1000년전 청자문화를 꽃피웠던 청자의 고장 강진에서 도자예술 체험으로 강진청자의 아름다움과 섬세함을 느껴볼 수 있는 가을축제,061-430-3352,http://www.gangjin.go.kr/culture/,전라남도 강진군 대구면 청자촌길 33,전라남도 강진군 대구면 사당리 127,34.50866041,126.8008375
2022 고양호수예술축제,-,고양시 일산호수공원 및인근거리,2022-09-30,2022-10-03,국내외 거리예술공연 및 시민참여프로그램,031-960-9684,http://www.gylaf.kr,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,37.65384593,126.7687814
서편제보성소리축제,-,보성문화예술회관 일원,2022-09-30,2022-10-02,판소리+고수 경연 대회,,,전라남도 보성군 보성읍 송재로 281-9,,,
황룡강 노란꽃잔치,-,황룡강변 일원,2022-10-01,2022-10-10,공연+체험+판매행사 등,061-390-7242,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_04,,전라남도 장성군 장성읍 기산리 461-1,35.30951048,126.7815062
축령산 편백산소축제,-,축령산 조림성공지,2022-10-01,2022-10-01,공연+체험+판매행사 등,061-390-7242,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_03,,전라남도 장성군 서삼면 모암리 569-5,35.37389043,126.7564871
순천웹툰페스티벌,-,순천글로벌웹툰센터,2022-10-01,2022-10-31,전시회+ 공연+ 시상식+ 체험행사+ 부스 운영 등,061-749-4198,,전라남도 순천시 시민로 29,,,
구민화합대잔치,-,대청공원 동편광장,2022-10-01,2022-10-01,체육경기+골든벨퀴즈+화합공연 등,042-608-6593,,,대전광역시 대덕구 미호동 43,36.47378332,127.476024
백제문화제,-,구드래+관북리유적 등 부여군일원,2022-10-01,2022-10-10,제례·불전+행렬+전시·체험+공연+경연 등,041-830-2209,www.baekje.org/kor/,충청남도 부여군 부여읍 백강로 148,충청남도 부여군 부여읍 구교리 17-4,36.28718846,126.9068136
제22회소래포구축제,-,인천 남동구 소래포구 일원,2022-10-01,2022-10-03,관광축제,032-453-2142,www.namdong.go.kr/soraefestival,인천광역시 남동구 아암대로 1454,인천광역시 남동구 논현동 775,37.38725249,126.7269798
진도문화예술제,-,향토문화회관 및 철마공원 일원,2022-10-01,2022-10-31,남도민요전국경창대회+전국고수대회+강강술래경연대회 등,061-540-3072,https://www.jindo.go.kr/tour/tour/info/festival.cs?act=view&infoId=99&searchCondition=&searchKeyword=&pageIndex=1,전라남도 진도군 진도읍 진도대로 7197,전라남도 진도군 진도읍 동외리 1189,34.47975717,126.2685772
제9회 노을동요제,-,평택남부문예회관 대공연장,2022-10-01,2022-10-01,공연+경연대회,031-8053-3542,http://www.noel.or.kr/,경기도 평택시 중앙로 277,경기도 평택시 비전동 847,36.991134,127.114086
INK 콘서트,-,인천문학경기장 주경기장,2022-10-01,2022-10-01,국내 정상급 K-POP 아티스트의 온.오프라인 콘서트,,,인천광역시 연수구 센트럴로 123(송도동),,,
삼랑성 역사문화축제,-,강화 전등사 경내,2022-10-01,2022-10-30,다례재+영산대제+가을음악회 등,,,인천광역시 강화군 길상면 전등사로 37-41,,,
